x,V,Evac,Ec,Ev,phin,phip,n,p,ND,NA,anion,cation,ntb,nti,mun,mup,G_ehp,Gfree,Rdir,BulkSRHn,BulkSRHp,IntSRHn,IntSRHp,Jn,Jp,Jint,lid,Vext,left_L,left_eps_r,left_E_c,left_E_v,left_N_c,left_mu_n,left_mu_p,left_N_t_int,left_C_n_int,left_C_p_int,left_E_t_int,right_L,right_eps_r,right_E_c,right_E_v,right_N_c,right_mu_n,right_mu_p,right_N_t_int,right_C_n_int,right_C_p_int,right_E_t_int
2.48823e-08,-0.109416,0.174416,-3.72558,-5.35558,-4.04953,-5.13283,6.43086e+18,3.44349e+20,0,0,4.32961e+20,1.98284e+21,1.8333e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.21446e+22,3.15648e+26,3.15648e+26,1.87073e+25,2.13584e+29,-124.639,4.12457,-120.514,2,1.02,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0653163,0.130316,-2.06968,-5.06968,-4.01981,-5.07,4.83881e-08,1.01264e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,48.9997,0,0,18.1034,4.38625e+28,1.10831,-121.623,-120.514,3,1.02,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.06,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-114.062,1.53528e-09,-114.062,1,1.03,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.11282,0.17282,-3.72718,-5.35718,-4.04958,-5.13903,6.83525e+18,4.12756e+20,0,0,3.5504e+20,2.26513e+21,1.62903e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.82129e+22,3.36195e+26,3.36195e+26,2.23998e+25,2.55862e+29,-119.057,4.99468,-114.062,2,1.03,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0603611,0.120361,-2.07964,-5.07964,-4.02437,-5.08,5.98356e-08,1.01442e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,60.6984,0,0,22.3863,5.42353e+28,1.10666,-115.169,-114.062,3,1.03,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.055,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-107.098,2.3024e-09,-107.098,1,1.04,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.11625,0.17125,-3.72875,-5.35875,-4.04962,-5.14522,7.25815e+18,4.94969e+20,0,0,2.89286e+20,2.57328e+21,1.44519e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.59256e+22,3.57663e+26,3.57663e+26,2.68332e+25,3.06617e+29,-113.137,6.0392,-107.098,2,1.04,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.055406,0.110406,-2.08959,-5.08959,-4.02877,-5.09,7.44618e-08,1.0162e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,75.6684,0,0,27.8583,6.74875e+28,1.10476,-108.203,-107.098,3,1.04,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.05,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-99.5892,3.36028e-09,-99.5892,1,1.05,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.119709,0.169709,-3.73029,-5.36029,-4.04966,-5.15137,7.69937e+18,5.93318e+20,0,0,2.34226e+20,2.90679e+21,1.28106e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.56818e+22,3.80037e+26,3.80037e+26,3.21308e+25,3.67258e+29,-106.876,7.28712,-99.5892,2,1.05,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0504511,0.100451,-2.09955,-5.09955,-4.03299,-5.1,9.33016e-08,1.018e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,94.9811,0,0,34.9068,8.45562e+28,1.1026,-100.692,-99.5893,3,1.05,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.045,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-91.5122,4.79203e-09,-91.5122,1,1.06,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.123198,0.168198,-3.7318,-5.3618,-4.0497,-5.15745,8.15845e+18,7.10223e+20,0,0,1.8847e+20,3.26452e+21,1.13567e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,5.79432e+22,4.0329e+26,4.0329e+26,3.84203e+25,4.3924e+29,-100.281,8.76834,-91.5122,2,1.06,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0454964,0.0904964,-2.1095,-5.1095,-4.03702,-5.11,1.17783e-07,1.01981e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,120.116,0,0,44.066,1.06735e+29,1.10017,-92.6124,-91.5122,3,1.06,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.04,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-82.8506,6.5686e-09,-82.8506,1,1.07,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.126719,0.166719,-3.73328,-5.36328,-4.04974,-5.16344,8.63459e+18,8.48041e+20,0,0,1.50733e+20,3.64468e+21,1.00792e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,7.32248e+22,4.27378e+26,4.27378e+26,4.5825e+25,5.23967e+29,-93.3624,10.5118,-82.8506,2,1.07,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0405422,0.0805422,-2.11946,-5.11946,-4.04084,-5.12,1.49899e-07,1.02164e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,153.143,0,0,56.0815,1.35828e+29,1.09743,-83.9481,-82.8506,3,1.07,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.035,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-73.6019,8.73573e-09,-73.6019,1,1.08,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.130275,0.165275,-3.73473,-5.36473,-4.04977,-5.1693,9.12661e+18,1.00883e+21,0,0,1.19841e+20,4.04476e+21,8.96559e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,9.20722e+22,4.52239e+26,4.52239e+26,5.44515e+25,6.22649e+29,-86.1442,12.5423,-73.6019,2,1.08,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0355886,0.0705886,-2.12941,-5.12941,-4.04444,-5.13,1.92455e-07,1.0235e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,196.977,0,0,72.0029,1.74375e+29,1.09439,-74.6963,-73.6019,3,1.08,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.03,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-63.7809,1.10376e-08,-63.7809,1,1.09,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.133869,0.163869,-3.73613,-5.36613,-4.0498,-5.17499,9.63245e+18,1.19412e+21,0,0,9.47384e+19,4.4616e+21,8.00205e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.15023e+23,4.77769e+26,4.77769e+26,6.43764e+25,7.36149e+29,-78.6584,14.8776,-63.7809,2,1.09,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0306359,0.0606359,-2.13936,-5.13936,-4.0478,-5.14,2.49426e-07,1.02539e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,255.76,0,0,93.317,2.25976e+29,1.09102,-64.8719,-63.7809,3,1.09,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.025,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-53.4184,1.32137e-08,-53.4184,1,1.1,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.137507,0.162507,-3.73749,-5.36749,-4.04984,-5.18048,1.015e+19,1.4046e+21,0,0,7.44848e+19,4.89146e+21,7.17444e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.42567e+23,5.03861e+26,5.03861e+26,7.56326e+25,8.64829e+29,-70.9436,17.5252,-53.4184,2,1.1,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0256846,0.0506846,-2.14932,-5.14932,-4.05091,-5.15,3.26468e-07,1.02735e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,335.396,0,0,122.14,2.9575e+29,1.08733,-54.5057,-53.4184,3,1.1,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.02,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-42.5608,1.43635e-08,-42.5608,1,1.11,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.141191,0.161191,-3.73881,-5.36881,-4.04987,-5.18574,1.06763e+19,1.64008e+21,0,0,5.82578e+19,5.33021e+21,6.46753e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.75101e+23,5.30364e+26,5.30364e+26,8.8204e+25,1.00849e+30,-63.0418,20.481,-42.5608,2,1.11,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0207351,0.0407351,-2.15926,-5.15926,-4.05377,-5.16,4.31596e-07,1.02938e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,444.277,0,0,161.471,3.90953e+29,1.08333,-43.6441,-42.5608,3,1.11,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.015,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-31.2568,1.28825e-08,-31.2568,1,1.12,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.144927,0.159927,-3.74007,-5.37007,-4.0499,-5.19073,1.12082e+19,1.89955e+21,0,0,4.53452e+19,5.77355e+21,5.86582e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.12905e+23,5.57121e+26,5.57121e+26,1.02032e+26,1.16644e+30,-54.9876,23.7308,-31.2568,2,1.12,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0157882,0.0307882,-2.16921,-5.16921,-4.05637,-5.17,5.76056e-07,1.03152e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,594.216,0,0,215.517,5.21761e+29,1.07905,-32.3359,-31.2568,3,1.12,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.01,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-19.5379,5.89467e-09,-19.5379,1,1.13,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.148715,0.158715,-3.74128,-5.37128,-4.04992,-5.19546,1.17426e+19,2.18164e+21,0,0,3.51381e+19,6.21748e+21,5.35364e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.56181e+23,5.83986e+26,5.83986e+26,1.17037e+26,1.33777e+30,-46.7938,27.2558,-19.5379,2,1.13,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0108448,0.0208448,-2.17916,-5.17916,-4.05877,-5.18,7.75307e-07,1.03381e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,801.521,0,0,290.06,7.02162e+29,1.07455,-20.6125,-19.5379,3,1.13,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.005,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-7.39129,-1.16778e-08,-7.39129,1,1.14,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.152557,0.157557,-3.74244,-5.37244,-4.04995,-5.19994,1.22774e+19,2.48539e+21,0,0,2.71215e+19,6.65866e+21,4.91555e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.05142e+23,6.10853e+26,6.10853e+26,1.33165e+26,1.52185e+30,-38.4343,31.043,-7.39129,2,1.14,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.00590587,0.0109059,-2.18909,-5.18909,-4.061,-5.19,1.04994e-06,1.03628e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1088.03,0,0,392.803,9.50779e+29,1.0699,-8.46118,-7.39128,3,1.14,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-1.6263e-19,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,5.26796,-4.80372e-08,5.26796,1,1.15,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.156447,0.156447,-3.74355,-5.37355,-4.04997,-5.20418,1.28123e+19,2.81117e+21,0,0,2.08638e+19,7.09498e+21,4.53695e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.60175e+23,6.37707e+26,6.37707e+26,1.50429e+26,1.71881e+30,-29.8274,35.0953,5.26796,2,1.15,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.000972569,0.000972569,-2.19903,-5.19903,-4.06314,-5.2,1.42622e-06,1.03899e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1481.83,0,0,533.574,1.29137e+30,1.06518,4.20279,5.26797,3,1.15,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.005,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,18.6106,-1.17193e-07,18.6106,1,1.16,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.16038,0.15538,-3.74462,-5.37462,-4.05,-5.20823,1.33486e+19,3.16147e+21,0,0,1.60064e+19,7.52579e+21,4.20454e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.22014e+23,6.64626e+26,6.64626e+26,1.68955e+26,1.9301e+30,-20.8317,39.4422,18.6106,2,1.16,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.00395398,-0.00895398,-2.20895,-5.20895,-4.0653,-5.21,1.93577e-06,1.04199e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,2017.05,0,0,724.197,1.7525e+30,1.06049,17.5501,18.6106,3,1.16,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.01,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,32.8886,-2.42081e-07,32.8886,1,1.17,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.164343,0.154343,-3.74566,-5.37566,-4.05003,-5.21215,1.38904e+19,3.54122e+21,0,0,1.2254e+19,7.95211e+21,3.90716e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.9189e+23,6.91806e+26,6.91806e+26,1.88993e+26,2.15858e+30,-11.2543,44.1429,32.8886,2,1.17,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.00887285,-0.0188728,-2.21887,-5.21887,-4.06759,-5.22,2.61406e-06,1.0453e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,2732.49,0,0,977.94,2.36622e+30,1.0559,31.8328,32.8887,3,1.17,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.015,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,48.4065,-4.60144e-07,48.4065,1,1.18,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.168325,0.153325,-3.74668,-5.37668,-4.05005,-5.21599,1.44433e+19,3.95754e+21,0,0,9.36584e+18,8.37637e+21,3.63628e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,5.71598e+23,7.19537e+26,7.19537e+26,2.10908e+26,2.4084e+30,-0.876145,49.2827,48.4065,2,1.18,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.0137835,-0.0287835,-2.22878,-5.22878,-4.07009,-5.23,3.49762e-06,1.04897e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,3668.9,0,0,1308.46,3.16546e+30,1.05145,47.3551,48.4066,3,1.18,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.02,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,65.4759,-8.31864e-07,65.4759,1,1.19,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.172312,0.152312,-3.74769,-5.37769,-4.05008,-5.21981,1.5014e+19,4.41893e+21,0,0,7.14855e+18,8.80193e+21,3.38616e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,6.6346e+23,7.4816e+26,7.4816e+26,2.35133e+26,2.68451e+30,10.5128,54.963,65.4759,2,1.19,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.0186858,-0.0386858,-2.23869,-5.23869,-4.07292,-5.24,4.62039e-06,1.05299e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,4865.22,0,0,1728.44,4.18081e+30,1.04717,64.4287,65.4759,3,1.19,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.025,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,84.3704,-1.45486e-06,84.3704,1,1.2,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.176294,0.151294,-3.74871,-5.37871,-4.05011,-5.22363,1.56099e+19,4.9341e+21,0,0,5.44878e+18,9.23241e+21,3.15369e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,7.70208e+23,7.78033e+26,7.78033e+26,2.62109e+26,2.9919e+30,23.0833,61.2871,84.3704,2,1.2,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.0235803,-0.0485803,-2.24858,-5.24858,-4.07613,-5.25,6.0102e-06,1.05735e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,6354.88,0,0,2248.29,5.43725e+30,1.04303,83.3275,84.3705,3,1.2,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.03,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,105.288,-2.48409e-06,105.288,1,1.21,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.180263,0.150263,-3.74974,-5.37974,-4.05014,-5.22747,1.62368e+19,5.5108e+21,0,0,4.14682e+18,9.67102e+21,2.93771e+18,0,0.0001,0.0001,1.33969e+28,1.33969e+28,8.94779e+23,8.09456e+26,8.09456e+26,2.92222e+26,3.33495e+30,36.9432,68.3446,105.288,2,1.21,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,0.0284679,-0.0584679,-2.25847,-5.25847,-4.07976,-5.26,7.68589e-06,1.06201e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,8162.51,0,0,2875.02,6.9516e+30,1.03899,104.249,105.288,3,1.21,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,-0.035,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,128.332,-4.16488e-06,128.332,1,1.22,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
